time,gePosition_m_X,gePosition_m_Y,gePosition_m_Z,feVelocity_m_s_X,feVelocity_m_s_Y,feVelocity_m_s_Z,altitudeMsl_m,longitude_rad,latitude_rad,localGravity_m_s2,eulerAngle_rad_Yaw,eulerAngle_rad_Pitch,eulerAngle_rad_Roll,bodyAngularRateWrtEi_rad_s_Roll,bodyAngularRateWrtEi_rad_s_Pitch,bodyAngularRateWrtEi_rad_s_Yaw,altitudeRateWrtMsl_m_s,speedOfSound_m_s,airDensity_kg_m3,ambientPressure_Pa,ambientTemperature_K,aero_bodyForce_N_X,aero_bodyForce_N_Y,aero_bodyForce_N_Z,aero_bodyMoment_Nm_L,aero_bodyMoment_Nm_M,aero_bodyMoment_Nm_N,mach,dynamicPressure_Pa,trueAirspeed_m_s
0.0,6387280.999951441,0.0,0.0,0.0,0.0,0.0,9144.0,0.0,0.0,9.78607229664024,0.0,-0.0,0.0,0.17453292519874922,0.34906585039849847,0.5235987755972477,0.0,303.2314967110032,0.45935725912772696,30180.52669774471,228.79957777777778,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
0.1,6387280.95136632,2.370449814058632e-07,0.0,0.0,7.087644931575361e-06,0.9752108015369041,9143.95140198696,3.711203299353818e-14,0.0,9.786072445809362,0.05249883755162457,0.03481807480434997,0.017882154252674306,0.16489595594276305,0.3564230766094879,0.5199426722152529,-0.975210801536904,303.231706656024,0.4593598618995028,30180.73568047168,228.79989272000003,0.0,0.0,0.0,-3.935465260336767e-06,-3.436741963146904e-05,-1.24091015985412e-05,0.00321606953888,0.21843545471067286,0.9752134108045198
0.2,6387280.80506232,1.8963598526148479e-06,0.0,0.0,2.8421693845662963e-05,1.9504216328405761,9143.80512035928,2.968962709620856e-13,0.0,9.78607289477976,0.10534366016184865,0.06936981822550033,0.03662558230704738,0.1549952874947773,0.36287790858047864,0.5163002841452582,-1.9504216328405761,303.2323385972544,0.459367696329075,30181.364725520645,228.80084070611113,0.0,0.0,0.0,-7.398468660311715e-06,-6.998082310294467e-05,-2.4644760976429738e-05,0.00643212565292,0.8737567151228705,1.9504268155025895
0.3,6387280.561283281,6.4002145246456796e-06,0.0,0.0,6.39784440457008e-05,2.925632523693024,9143.561317666801,1.0020249562010267e-12,0.0,9.78607364306376,0.15863368054577204,0.10351993720485127,0.05621777828491924,0.14487672294879184,0.36841459686147066,0.5126954687162635,-2.9256325236930243,303.23339183274004,0.4593807537127261,30182.413133983475,228.8024206827778,0.0,0.0,0.0,-1.0373502393021777e-05,-0.00010657588512334323,-3.671007739189387e-05,0.00964815500442,1.9660085055228853,2.925640234342725
0.4,6387280.219937759,1.5170878952049841e-05,0.0,0.0,0.0001137578978877624,3.90084350387016,9143.21999387904,2.3751704058224267e-12,0.0,9.786074690630882,0.21246311549369468,0.13713102842280298,0.07665048602058987,0.1345853489838066,0.373021330471464,0.5091492582312684,-3.9008435038701603,303.23486636217604,0.4593990340499407,30183.880905860162,228.80463265111112,0.0,0.0,0.0,-1.2849328528554037e-05,-0.00014388376739911306,-4.861014672517052e-05,0.0128641442567,3.49526539036088,3.900853687779219
0.5,6387279.7811172,2.96306231588028e-05,0.0,0.0,0.0001777600592532624,4.87605460315704,9142.781148965521,4.639005049757828e-12,0.0,9.786076037542081,0.2669198162286165,0.17006391059675563,0.0979182859757593,0.12416590851382159,0.3766917219604588,0.5056801637862735,-4.876054603157041,303.236762186172,0.45942253734123417,30185.768041198582,228.80747660944445,0.0,0.0,0.0,-1.4818937307330854e-05,-0.00018163370239683926,-6.035176138867524e-05,0.0160800800746,5.4616317749403605,4.87606719654931
0.6,6387279.244730161,5.12017172475672e-05,0.0,0.0,0.000255984933270156,5.85126585130824,9142.24478292624,8.016201466324923e-12,0.0,9.78607768376688,0.32208370717353724,0.20217809745470952,0.12001688894982755,0.11366254302383669,0.37942463970845486,0.5023040095852782,-5.85126585130824,303.2390793044232,0.4594512635881527,30188.07454004663,228.81095255944444,0.0,0.0,0.0,-1.6279469248477207e-05,-0.0002195554802679073,-7.194308673675261e-05,0.0192959491248,7.865241906204374,5.851280781765778
0.7,6387278.6108376,8.13064314334464e-05,0.0,0.0,0.00034843252569184804,6.826477278133201,9141.61089579168,1.2729432421413683e-11,0.0,9.786079629274802,0.3780250170324569,0.23333241920066475,0.1429411431767946,0.10311856219685184,0.3812240128504522,0.49903381918828293,-6.826477278133201,303.2418177172344,0.4594852127906962,30190.80040250005,228.81506050055557,0.0,0.0,0.0,-1.7232105604869007e-05,-0.00025738182101402396,-8.339332256850657e-05,0.0225117380767,10.706259874143182,6.82649446498383
0.8,6387277.879439521,0.0001213670360626992,0.0,0.0,0.000455102843722896,7.8016889133804,9140.8794874704,1.900137090536342e-11,0.0,9.786081874096322,0.4348023077613753,0.26338581294362157,0.16668278010276052,0.09257623921496698,0.382098614490451,0.49587975291028746,-7.801688913380401,303.2449774243008,0.459524384950411,30193.94562865462,228.81980043277778,0.0,0.0,0.0,-1.7681931380127545e-05,-0.00029485061834056786,-9.47123581694802e-05,0.0257274336022,13.984879612766239,7.801708268375999
0.9,6387277.050505441,0.00017280580163352721,0.0,0.0,0.000575995895475552,8.7769007868288,9140.050557992881,2.705469017026048e-11,0.0,9.78608441826192,0.49246032993629246,0.2921983007745802,0.19122794347772526,0.08207662961948207,0.38206182811145106,0.49284909467929183,-8.7769007868288,303.248558426232,0.459568780068843,30197.510218558204,228.82517235611112,0.0,0.0,0.0,-1.763777469661021e-05,-0.00033170704524457505,-0.00010591042898913007,0.0289430223769,17.701324902050906,8.776922214577825
