time,eiPosition_m_X,eiPosition_m_Y,eiPosition_m_Z,gePosition_m_X,gePosition_m_Y,gePosition_m_Z,eiVelocity_m_s_X,eiVelocity_m_s_Y,eiVelocity_m_s_Z,feVelocity_m_s_X,feVelocity_m_s_Y,feVelocity_m_s_Z,altitudeMsl_m,longitude_rad,latitude_rad,localGravity_m_s2,eulerAngle_rad_Yaw,eulerAngle_rad_Pitch,eulerAngle_rad_Roll,bodyAngularRateWrtEi_rad_s_Roll,bodyAngularRateWrtEi_rad_s_Pitch,bodyAngularRateWrtEi_rad_s_Yaw,altitudeRateWrtMsl_m_s,speedOfSound_m_s,airDensity_kg_m3,ambientPressure_Pa,ambientTemperature_K,aero_bodyForce_N_X,aero_bodyForce_N_Y,aero_bodyForce_N_Z,aero_bodyMoment_Nm_L,aero_bodyMoment_Nm_M,aero_bodyMoment_Nm_N,mach,dynamicPressure_Pa,trueAirspeed_m_s
0.0,6387281.000000211,0.0,0.0,6387281.000000211,0.0,0.0,0.0,465.7678758931653,0.0,0.0,0.0,0.0,9144.000000001135,0.0,0.0,9.786072158121431,0.0,2.220446049250313e-16,0.0,0.17453292521894348,0.3490658503983644,0.5235987755975465,-0.0,303.22998396963123,0.459050104915564,30149.23809906436,228.79937386033285,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,6387280.951070665,46.57678747038719,0.0,6387280.951240487,2.3704505231376683e-07,0.0,-0.9786072207917328,465.76787232516654,0.0,2.9659217790078964e-18,7.111349113670874e-06,0.9752107880854939,9143.951240278655,3.7112044095653856e-14,0.0,9.786072307774342,0.05249694377586413,0.034821922426172235,0.01787737798276193,0.16484729036081086,0.35646014650843316,0.5199245706530351,-0.975210788085494,303.2301933872477,0.4590528033607389,30149.45696982614,228.79968988868498,0.0,0.0,0.0,-3.929913462657462e-06,-3.4008036314764655e-05,-1.240026926461639e-05,0.0032160741551001,0.21828788971182367,0.9751981382128535
0.2000000000000001,6387280.804279581,93.15357422716276,0.0,6387280.804958866,1.8963596145997298e-06,0.0,-1.957214471462513,465.7678616209914,0.0,-2.8725654667438595e-17,2.8445397394044652e-05,1.950421605946505,9143.804958657467,2.9689623370362255e-13,0.0,9.78607275674062,0.10533987118302492,0.06937796107796233,0.036616133847194754,0.1549462283243673,0.3629190324579093,0.5162830009767165,-1.950421605946505,303.23082164978723,0.45906089890512036,30150.11360086577,228.80063798967396,0.0,0.0,0.0,-7.387692402086151e-06,-6.925040583636139e-05,-2.4627139663044506e-05,0.0064321350821692,0.8731669839560908,1.9503963063564047
0.3000000000000002,6387280.55962777,139.73035955671483,0.0,6387280.561156164,6.400214735745014e-06,0.0,-2.935821781891391,465.7678437806981,0.0,2.2570747354455632e-17,6.400214606530711e-05,2.9256324833585503,9143.56115595511,1.0020249892681259e-12,0.0,9.786073505017823,0.15862806218336215,0.10353327663349501,0.05620381350599315,0.1448272945781555,0.3684642514600089,0.5126790860432671,-2.9256324833585503,303.2318687511929,0.45907439172264936,30151.20801173367,228.80221815808824,0.0,0.0,0.0,-1.0357864892615068e-05,-0.00010546687693046005,-3.668372285484531e-05,0.0096481695534486,1.964683559106225,2.925594534361353
0.4000000000000003,6387280.2171152225,186.30714274543158,0.0,6387280.219832369,1.5170879559501225e-05,0.0,-3.914429181957431,465.7678188042844,0.0,-3.466575984600873e-17,0.00011378159809170981,3.9008434500971636,9143.219832160226,2.375170500958447e-12,0.0,9.78607455260609,0.21245583534334214,0.13715090370828895,0.07663223770440625,0.13453544139955287,0.37308405529093386,0.5091338263708085,-3.9008434500971636,303.2333346872708,0.4590932821792727,30152.740241182415,228.80443039414664,0.0,0.0,0.0,-1.2829211693425863e-05,-0.00014239277490429538,-4.857512491548599e-05,0.0128641643417235,3.4929147459462033,3.9007928521584145
0.5000000000000003,6387279.776741928,232.88392307970096,0.0,6387279.78098747,2.9630622416632102e-05,0.0,-4.893036701539708,465.76778669174735,0.0,-1.0535218530893786e-16,0.000177783757415351,4.876054535937874,9142.780987261463,4.6390049336544365e-12,0.0,9.786075899505596,0.266911187697185,0.1700920939701772,0.09789609251030577,0.12411527893514927,0.37677206330649166,0.5056657123192887,-4.8760545359378735,303.23521945213014,0.4591175707870783,30154.710343447503,228.80727469812607,0.0,0.0,0.0,-1.4794724515947204e-05,-0.00017976151151243298,-6.030814782694308e-05,0.0160801062205946,5.45796853491179,4.875991289678304
0.6000000000000004,6387279.238507876,279.46069984591026,0.0,6387279.244621457,5.120171440092145e-05,0.0,-5.871644370517319,465.767747443083,0.0,3.1592436999794416e-17,0.0002560086288869965,5.8512657706562585,9142.244621247464,8.016201020808183e-12,0.0,9.786077545716564,0.32207424186965394,0.2022167800478407,0.11999123006195642,0.11361081936727009,0.3795270953636934,0.502290559048183,-5.851265770656258,303.2375230381832,0.4591472582043153,30157.11838825009,228.81075107036156,0.0,0.0,0.0,-1.625152841603004e-05,-0.00021730701894422387,-7.189096752583255e-05,0.0192959819647517,7.85998378342648,5.851189876851775
0.7000000000000005,6387278.602413047,326.03747233044635,0.0,6387278.61073431,8.13064259325759e-05,0.0,-6.850252218769384,465.76770105828655,0.0,1.0442688380685183e-17,0.00034845621819586754,6.826477184027891,9141.610734100064,1.272943156040418e-11,0.0,9.78607949123927,0.3780154849970253,0.2333841872572135,0.14291268285785858,0.10306524821336677,0.38135297800093626,0.49902139296311243,-6.826477184027891,303.240245436175,0.45918234523578966,30159.96446083061,228.8148595112904,0.0,0.0,0.0,-1.720077281776295e-05,-0.0002547660709975146,-8.33327970243947e-05,0.0225117783502436,10.69913022534109,6.826388643609595
0.8000000000000006,6387277.868457424,372.61423981969625,0.0,6387277.879326012,0.00012136702798805737,0.0,-7.8288602761750585,465.76764753735233,0.0,-2.453370839816671e-16,0.00045512653263378076,7.8016888058284115,9140.879325803366,1.9001369641501184e-11,0.0,9.786081736074044,0.4347938044458351,0.26345361369661296,0.16665241622361907,0.09252072117024339,0.38225832949249905,0.49586838890104606,-7.8016888058284115,303.2433866351443,0.4592228328323858,30163.248661911784,228.8196000213933,0.0,0.0,0.0,-1.7647495363619257e-05,-0.00029188047839065847,-9.464354297571803e-05,0.0257274821547525,13.975608482458332,7.80158761988257
0.9000000000000007,6387277.036640984,419.1910016000457,0.0,6387277.050396541,0.00017280579341141824,0.0,-8.807468572613534,465.7675868802738,0.0,-3.600744702403347e-16,0.000576019580400872,8.776900665833484,9140.050396332388,2.705468888353448e-11,0.0,9.786084280221264,0.4924543481184605,0.29228539758816247,0.19119686277204645,0.08201818436644784,0.3822563286487337,0.4928388563658885,-8.776900665833484,303.2469466224725,0.45926872209172864,30166.971107754372,228.82497260126786,0.0,0.0,0.0,-1.7600462357250563e-05,-0.00032839914877148965,-0.00010583346371329609,0.0289430801578624,17.68965007817828,8.776786835601548
