time,eiPosition_m_X,eiPosition_m_Y,eiPosition_m_Z,gePosition_m_X,gePosition_m_Y,gePosition_m_Z,eiVelocity_m_s_X,eiVelocity_m_s_Y,eiVelocity_m_s_Z,feVelocity_m_s_X,feVelocity_m_s_Y,feVelocity_m_s_Z,altitudeMsl_m,longitude_rad,latitude_rad,localGravity_m_s2,eulerAngle_rad_Yaw,eulerAngle_rad_Pitch,eulerAngle_rad_Roll,bodyAngularRateWrtEi_rad_s_Roll,bodyAngularRateWrtEi_rad_s_Pitch,bodyAngularRateWrtEi_rad_s_Yaw,altitudeRateWrtMsl_m_s,speedOfSound_m_s,airDensity_kg_m3,ambientPressure_Pa,ambientTemperature_K,aero_bodyForce_N_X,aero_bodyForce_N_Y,aero_bodyForce_N_Z,aero_bodyMoment_Nm_L,aero_bodyMoment_Nm_M,aero_bodyMoment_Nm_N,mach,dynamicPressure_Pa,trueAirspeed_m_s
0.0,6387281.000000211,0.0,0.0,6387281.000000211,0.0,0.0,0.0,465.7678758931653,0.0,0.0,0.0,0.0,9144.000000001135,0.0,0.0,9.786072158121431,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.6191747942405682e-20,-0.0,303.22998396963123,0.459050104915564,30149.23809906436,228.79937386033285,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,6387280.951070686,46.57678747038719,-1.392244777399762e-24,6387280.951240508,2.3704490504383725e-07,-1.392244777399762e-24,-0.9786063113075395,465.76787232516654,-5.568984526910152e-23,-5.568984548507419e-23,7.111341024591175e-06,0.9752098783759647,9143.951240299095,3.711202103890537e-14,1.6303520605432137e-29,9.786072307774276,0.0,2.220446049309347e-16,-7.292115037112004e-06,0.0,0.0,1.6191747942405682e-20,-0.9752098783759647,303.2301933871599,0.45905280335960824,30149.456969734427,228.7996898885525,6.403357158788084e-20,6.508388158039549e-16,-0.00039818835709301646,0.0,0.0,0.0,0.0032160711554101,0.21828748250929658,0.975197228627791
0.2000000000000001,6387280.804279942,93.15357422716276,-2.2276027470137343e-23,6387280.804959227,1.8963543475340128e-06,-2.2276027470137343e-23,-1.9572071955362311,465.7678616209914,-4.455219876381693e-22,-4.455219944361045e-22,2.8445264869067447e-05,1.9504143295695502,9143.804959019682,2.9689540908576315e-13,2.608576298952607e-28,9.786072756739506,0.0,2.2204460494864226e-16,-1.4584230296895436e-05,0.0,0.0,1.6191747942405682e-20,-1.95041432956955,303.2308216482316,0.45906089888507456,30150.113599239845,228.80063798732633,2.5613737794558373e-19,2.1959061845839546e-14,-0.0015927726532369165,0.0,0.0,0.0,0.0064321110867799,0.8731604691382908,1.9503890302991675
0.3000000000000002,6387280.559629606,139.73035955671483,-1.1277329718430806e-22,6387280.561157999,6.400174574368923e-06,-1.1277329718430806e-22,-2.935797225343603,465.7678437806981,-1.5036548515286788e-21,-1.503654903126232e-21,6.40014749486047e-05,2.925607926134756,9143.561157791162,1.0020187015565486e-12,1.3206023856097843e-27,9.786073505012189,0.0,2.22044604978146e-16,-2.1876346002017594e-05,0.0,0.0,1.6191747942405682e-20,-2.925607926134756,303.2318687433073,0.45907439162103547,30151.208003491673,228.8022181461881,5.763206937628282e-19,1.6698921601387779e-13,-0.0035838105624512876,0.0,0.0,0.0,0.0096480885698442,1.9646505768750677,2.9255699777940936
0.4000000000000003,6387280.217121038,186.30714274543158,-3.5642332402348604e-22,6387280.219838183,1.5170709939194094e-05,-3.5642332402348604e-22,-3.914370972859932,465.7678188042844,-3.564279115522043e-21,-3.564279333261607e-21,0.00011377947619663144,3.9007852400983403,9143.21983797496,2.375143945004252e-12,4.1738026974871484e-27,9.786074552588243,0.0,2.2204460501943316e-16,-2.9168462375142462e-05,0.0,0.0,1.6191747942405682e-20,-3.9007852400983403,303.23333466229747,0.4590932818574528,30152.74021507906,228.80443035645936,1.02459897654686e-18,7.045428905363546e-13,-0.006371398206180813,0.0,0.0,0.0,0.0128639723798899,3.492810499646558,3.900734643365289
0.5000000000000003,6387279.77675613,232.88392307970096,-8.70186730574028e-22,6387279.781001671,2.963010461555968e-05,-8.70186730574028e-22,-4.892923009424664,465.76778669174735,-6.961633838232427e-21,-6.961634502501533e-21,0.00017777857656056664,4.875940842696245,9142.781001462767,4.638923866102044e-12,1.0190095536924164e-26,9.786075899462013,0.0,2.220446050724852e-16,-3.646057963892281e-05,0.0,0.0,1.6191747942405682e-20,-4.875940842696246,303.23521939113806,0.45911757000106745,30154.71027969204,228.80727460608253,1.6009938661613935e-18,2.1498628428034337e-12,-0.009955670150428647,0.0,0.0,0.0,0.0160797312915284,5.457714006746816,4.875877598474657
0.6000000000000004,6387279.238537335,279.46069984591026,-1.8044511361436088e-21,6387279.244650915,5.120042545984598e-05,-1.8044511361436088e-21,-5.871447905322816,465.767747443083,-1.2030022582727796e-20,-1.2030024235600347e-20,0.0002559978846742886,5.851069304109995,9142.244650707195,8.015999222630548e-12,2.1130556032364682e-26,9.786077545626146,0.0,2.220446051372786e-16,-4.3752698015998074e-05,0.0,0.0,1.6191747942405682e-20,-5.851069304109995,303.23752291165994,0.4591472565737032,30157.11825598473,228.8107508794229,2.305533184174498e-18,5.3509919367182246e-12,-0.014336799401700273,0.0,0.0,0.0,0.0192953340784768,7.859455940614003,5.850993413529676
0.7000000000000005,6387278.602467634,326.03747233044635,-3.3430384133489245e-21,6387278.610788894,8.130363965481165e-05,-3.3430384133489245e-21,-6.849940229521424,465.76770105828655,-1.9103829539016994e-20,-1.9103833111765057e-20,0.00034843631230094735,6.826165193203164,9141.61078868544,1.2728995337306855e-11,3.9147782445683804e-26,9.78607949107174,0.0,2.220446052137845e-16,-5.104481772899547e-05,0.0,0.0,1.6191747942405682e-20,-6.826165193203165,303.2402452017446,0.4591823422142818,30159.964215739834,228.81485915750375,3.1382509330305907e-18,1.1567135328800399e-11,-0.01951499740185625,0.0,0.0,0.0,0.0225107495133258,10.69815221400774,6.826076657619874
0.8000000000000006,6387277.868550554,372.61423981969625,-5.703213556835542e-21,6387277.879419141,0.00012136159507907383,-5.703213556835542e-21,-7.828394549406068,465.76764753735233,-2.851753564411701e-20,-2.8517542609830874e-20,0.00045509257239824185,7.8012230772578866,9140.879418932222,1.900051905838023e-11,6.678600002702664e-26,9.786081735788215,0.0,2.220446053019691e-16,-5.833693900051953e-05,0.0,0.0,1.6191747942405682e-20,-7.8012230772578866,303.2433862351833,0.4592228276770011,30163.248243722097,228.81959941779294,4.0991872950231825e-18,2.255525908476841e-11,-0.025490514021722116,0.0,0.0,0.0,0.0257259463673239,13.973939806507241,7.801121898253327
0.9000000000000007,6387277.03679017,419.1910016000457,-9.135695163863e-21,6387277.050545726,0.00017279600249067847,-9.135695163863e-21,-8.806805430517366,465.7675868802739,-4.0605734699217383e-20,-4.0605747251917143e-20,0.0005759651800825049,8.776237521711375,9140.050545518186,2.70531560042342e-11,1.0698118374497604e-25,9.786084279763385,0.0,2.2204460540179295e-16,-6.562906205315557e-05,0.0,0.0,1.6191747942405682e-20,-8.776237521711375,303.24694598177075,0.4592687138325358,30166.97043777714,228.82497163434275,5.1883886310934556e-18,4.0650678788645034e-11,-0.03226363755362026,0.0,0.0,0.0,0.028940893410147,17.686976760415725,8.776123701093189
