column,abs_mean,abs_std,abs_max,rel_mean_%,rel_max_%
feVelocity_m_s_X,0.0383516,0.0141556,0.0531751,0.0314435,0.0435806
feVelocity_m_s_Y,-0.0376294,0.0118415,0.107726,-0.0308196,0.088443
feVelocity_m_s_Z,-0.00570944,0.0767207,0.417696,-125.476,4452.21
altitudeMsl_m,0.101885,0.112561,0.282735,0.00330831,0.00916562
longitude_rad,-2.69944e-07,2.04015e-07,6.24808e-07,-2.04437e-05,4.73234e-05
latitude_rad,7.23677e-07,3.97089e-07,1.41159e-06,0.000115069,0.000224406
localGravity_m_s2,-6.71517e-05,7.08259e-06,7.91319e-05,-0.000684447,0.000806558
eulerAngle_rad_Yaw,-0.00027348,7.59333e-05,0.000356324,-0.0347999,0.0453359
eulerAngle_rad_Pitch,-0.000142279,0.00105602,0.0111092,-0.274486,10.5715
eulerAngle_rad_Roll,0.00215132,0.000663942,0.00287104,56.7959,94.2577
bodyAngularRateWrtEi_rad_s_Roll,0.000256228,0.00257307,0.0348565,20.5635,804.976
bodyAngularRateWrtEi_rad_s_Pitch,-4.11122e-05,0.00720212,0.0756851,27.2621,9813.44
bodyAngularRateWrtEi_rad_s_Yaw,-1.06727e-05,9.46612e-05,0.000449942,-64.3018,1850.84
altitudeRateWrtMsl_m_s,0.00570944,0.0767207,0.417696,125.476,4452.21
speedOfSound_m_s,-9.77564e-05,0.000447345,0.000905376,-2.97888e-05,0.000275757
airDensity_kg_m3,-1.21774e-05,1.04475e-05,2.9019e-05,-0.00135005,0.00321947
ambientPressure_Pa,-0.977018,0.99426,2.57308,-0.0014074,0.00370922
ambientTemperature_K,-0.000626433,0.000730785,0.00180055,-0.000233623,0.000671574
aero_bodyForce_N_X,-64.6273,300.98,2627.86,-0.837258,70.8892
aero_bodyForce_N_Y,-13.7024,23.9244,233.719,-509.313,86857.2
aero_bodyForce_N_Z,34.9948,1049.98,8734.99,0.0177776,10.6503
aero_bodyMoment_Nm_L,27.442,691.198,8915.16,4.08642e+07,8.2137e+09
aero_bodyMoment_Nm_M,207.928,2243.88,26006.7,0.194947,19.118
aero_bodyMoment_Nm_N,-5.5852,25.1187,121.201,-112.873,2558.59
mach,2.02969e-06,3.8616e-05,0.000325491,0.000383513,0.062076
trueAirspeed_m_s,0.000614436,0.0126444,0.106934,0.000353944,0.0621051
