time,eiPosition_m_X,eiPosition_m_Y,eiPosition_m_Z,eiVelocity_m_s_X,eiVelocity_m_s_Y,eiVelocity_m_s_Z,feVelocity_m_s_X,feVelocity_m_s_Y,feVelocity_m_s_Z,altitudeMsl_m,longitude_rad,latitude_rad,localGravity_m_s2,eulerAngle_rad_Yaw,eulerAngle_rad_Pitch,eulerAngle_rad_Roll,bodyAngularRateWrtEi_rad_s_Roll,bodyAngularRateWrtEi_rad_s_Pitch,bodyAngularRateWrtEi_rad_s_Yaw,speedOfSound_m_s,airDensity_kg_m3,ambientPressure_Pa,ambientTemperature_K,aero_bodyForce_N_X,aero_bodyForce_N_Y,aero_bodyForce_N_Z,aero_bodyMoment_Nm_L,aero_bodyMoment_Nm_M,aero_bodyMoment_Nm_N,mach,dynamicPressure_Pa
0.0,6378137.000012401,0.0,0.0,304.8,465.10108489884004,304.8,304.8,0.0,-304.8,0.0,0.0,0.0,9.814197353257681,0.0,0.0,0.0,7.292114999999297e-05,0.0,0.0,340.29396092964004,1.225000214434414,101326.04347656727,288.15,-146.79487988857724,0.0,146.79487988857724,0.0,0.0,0.0,1.26670568186,113806.2440076365
0.1,6378167.38086096,46.5101084920176,30.42989251781232,302.8198909121184,465.1010849598,303.7996999734768,303.7982454791544,-0.0044235579265418405,-302.824741635564,30.38111795927832,-3.4733589650623463e-11,4.803100654266591e-06,9.81410370599511,0.0,4.803100654266591e-06,3.473401570940488e-11,7.292114999999297e-05,0.0,0.0,340.177335009984,1.2214312882779526,100961.60037737303,287.95252367722225,-145.17459598092844,0.002113859104618565,144.7080023065234,0.0,0.0,0.0,1.26095343821,112369.35674042536
0.2,6378197.564442961,93.0202169925696,60.7603068339312,300.8539682998008,465.10108503904803,302.81040525905524,302.8075198546152,-0.00880406831945832,-300.86365541926324,60.565420725964806,-1.3848394301517983e-10,9.590451670083912e-06,9.814010666700298,0.0,9.590451670083912e-06,1.3848418210870673e-10,7.292114999999297e-05,0.0,0.0,340.061426110992,1.2178933989245184,100600.5734920436,287.7563285161111,-143.58120177711723,0.004174574816837918,142.6567498850596,0.0,0.0,0.0,1.25525026357,110956.99010823088
0.3,6378227.552130001,139.53032549525523,90.99233433571919,298.9019907120696,465.101084981136,301.83193365887763,301.8276405828816,-0.013142096351863442,-298.91650015645683,90.5543134038888,-3.105794051329191e-10,1.4362229481843575e-05,9.813918231073355,0.0,1.4362229481843575e-05,3.1057938101421417e-10,7.292114999999297e-05,0.0,0.0,339.94622954788804,1.2143862157019085,100242.92318147015,287.5614053477778,-142.01410469217723,0.006183494929040437,140.6403325484106,0.0,0.0,0.0,1.24959539635,109568.60289463055
0.4,6378257.34529368,186.0404339787384,121.127048392104,296.9637220362144,465.101084627568,300.8641069789392,300.8584291331448,-0.017438194603845842,-296.983039983456,120.34917725493601,-5.503572499855779e-10,1.911860267770481e-05,9.813826394783941,0.0,1.911860267770481e-05,5.503572717760136e-10,7.292114999999297e-05,0.0,0.0,339.83174071514406,1.2109094136534704,99888.61050990489,287.3677451577778,-140.47272861379628,0.00814192747037721,138.65798214208206,0.0,0.0,0.0,1.24398809256,108203.66892239107
0.5,6378286.945336081,232.5505424061384,151.1655047479896,295.03893135148803,465.101083835088,299.9067509175312,299.8997108757312,-0.0216929034071976,-295.0630442224392,149.9513702057784,-8.571636804991248e-10,2.385973893413666e-05,9.813735153654159,0.0,2.385973893413666e-05,8.571640962190994e-10,7.292114999999297e-05,0.0,0.0,339.71795508648,1.2074626734041045,99537.59723107572,287.175339085,-138.9565133569645,0.010051142085027265,136.70895170290748,0.0,0.0,0.0,1.23842762527,106861.6765497682
0.6,6378316.35353736,279.060650725944,181.10874190818242,293.1273927840216,465.10108245434407,298.959694958256,298.9513149726792,-0.0259067511789264,-293.1562872378912,179.362227384048,-1.2303548206461544e-09,2.8585802223635538e-05,9.813644503506145,0.0,2.8585802223635538e-05,1.230354488899206e-09,7.292114999999297e-05,0.0,0.0,339.604868214864,1.2040456810520337,99189.84576951305,286.9841784166667,-137.46491413285682,0.011912371355005264,134.792514754005,0.0,0.0,0.0,1.23291328418,105542.12819074663
0.7,6378345.571238641,325.570758872928,210.95778151107604,291.2288853714936,465.101080345128,298.0227722660904,298.0130742753264,-0.03008025474288048,-291.2625482991384,208.58306158315682,-1.6692917549234457e-09,3.329695525015762e-05,9.813554440314482,0.0,3.329695525015762e-05,1.6692912924984605e-09,7.292114999999297e-05,0.0,0.0,339.49247572641605,1.2006581280348063,98845.31920905836,286.79425458555556,-135.9974010444043,0.013726812070867183,132.90796463176147,0.0,0.0,0.0,1.22744437515,104244.53985012238
0.8,6378374.599750561,372.080866766928,240.7136286913632,289.343192926884,465.101077367232,297.095819587716,297.0848252237256,-0.034213919643144006,-289.38161144623683,237.61516377558002,-2.173345488886622e-09,3.799335591206956e-05,9.813464960053775,0.0,3.799335591206956e-05,2.173345378215294e-09,7.292114999999297e-05,0.0,0.0,339.380773320408,1.1972997110107577,98503.98127323348,286.6055591666667,-134.55345859610046,0.015495626452747137,131.05461383372315,0.0,0.0,0.0,1.22202021979,102968.44067917432
0.9,6378403.44029232,418.590974313456,270.3772724329944,287.470103911068,465.101073389592,296.1786771533736,296.1664077478896,-0.038308240444783204,-287.5132653628704,266.4598035603024,-2.7418959569985363e-09,4.2675162679333296e-05,9.813376058759637,0.0,4.2675162679333296e-05,2.7418954710814192e-09,7.292114999999297e-05,0.0,0.0,339.26975677536,1.1939701317559346,98165.79631662197,286.4180838744445,-133.13258522738255,0.017219943322419298,129.2317933953999,0.0,0.0,0.0,1.21664015506,101713.37254665686
