time,eiPosition_m_X,eiPosition_m_Y,eiPosition_m_Z,gePosition_m_X,gePosition_m_Y,gePosition_m_Z,eiVelocity_m_s_X,eiVelocity_m_s_Y,eiVelocity_m_s_Z,feVelocity_m_s_X,feVelocity_m_s_Y,feVelocity_m_s_Z,altitudeMsl_m,longitude_rad,latitude_rad,localGravity_m_s2,eulerAngle_rad_Yaw,eulerAngle_rad_Pitch,eulerAngle_rad_Roll,bodyAngularRateWrtEi_rad_s_Roll,bodyAngularRateWrtEi_rad_s_Pitch,bodyAngularRateWrtEi_rad_s_Yaw,altitudeRateWrtMsl_m_s,speedOfSound_m_s,airDensity_kg_m3,ambientPressure_Pa,ambientTemperature_K,aero_bodyForce_N_X,aero_bodyForce_N_Y,aero_bodyForce_N_Z,aero_bodyMoment_Nm_L,aero_bodyMoment_Nm_M,aero_bodyMoment_Nm_N,mach,dynamicPressure_Pa,trueAirspeed_m_s,feVelocity_m_s_Z_1
0.0,6387281.000000001,0.0,0.0,6387281.000000001,0.0,0.0,0.0,465.76787589315,0.0,0.0,0.0,0.0,9144.0,0.0,0.0,9.786072158144812,0.0,-0.0,0.0,0.0,0.0,1.1726615295546747e-20,-0.0,303.22990953514415,0.4590410846190738,30148.630867738,228.7993739345824,5.835232334292306e-17,0.19059315186566514,-0.0,-0.0,0.0,-0.0,0.0703624486923217,104.48346565623957,21.33598126792908,0.0
0.0099999997764825,6387280.999510699,4.657679411816314,3.0161034428373246e-20,6387280.999512397,6.532407923174333e-07,3.016103442837325e-20,-0.09786043510695606,465.768006456334,6.0321977126349185e-18,6.077144402328043e-20,0.00013066997770035067,0.09752079167265498,9143.999512398042,1.0227212367317195e-13,4.722045958315556e-27,9.786072159641359,-1.0971956723519119e-42,3.009265538104856e-36,-7.292116022721238e-07,0.0,0.0,1.1726615295546747e-20,-0.097520791672655,303.22991162934085,0.4590411116037508,30148.63305645277,228.79937709489656,5.84247453531552e-17,0.19059279391694262,-0.0008710118984538945,-0.0,0.0,-0.0,0.0703627541661262,104.48435606861801,21.3360715405426,0.09752079167265498
0.0199999995529651,6387280.998042795,9.315360128899048,1.2064358881329782e-19,6387280.998049585,2.613883877046419e-06,1.2064358881329782e-19,-0.1957202614649349,465.7681369478003,1.2064281636184239e-17,1.2146639158579931e-19,0.00026148182436078047,0.19504097431052758,9143.998049586484,4.092326418462867e-13,1.8888097901147206e-26,9.786072164131005,-3.5110266442952695e-41,4.81482486096681e-35,-1.4584234092326422e-06,0.0,0.0,1.1726615295546747e-20,-0.1950409743105276,303.2299179119552,0.45904119255810333,30148.639622623345,228.79938657587596,5.848100231480663e-17,0.19059638642997284,-0.0017420622153221212,-0.0,0.0,0.0,0.0703645050525665,104.48960721854198,21.336605326431275,0.19504097431052758
0.0299999993294477,6387280.995596295,13.973042150556282,2.714466364889215e-19,6387280.99561158,5.883373182786045e-06,2.714466364889215e-19,-0.29357949099547204,465.76826737172047,1.809633681889305e-17,1.8216916095607428e-19,0.0003924397094781578,0.29256055983504003,9143.995611580092,9.21107617909444e-13,4.249799510549491e-26,9.786072171613712,-1.0533081412281256e-40,9.629649721930419e-35,-2.187635421107618e-06,0.0,0.0,1.1726615295546747e-20,-0.29256055983504003,303.2299283829236,0.45904132748133636,30148.650566185774,228.79940237742477,5.869716340950099e-17,0.1906039288878854,-0.0026132055706507493,-0.0,0.0,0.0,0.0703677237033844,104.49919627492493,21.337582625595093,0.29256055983504003
0.0399999991059303,6387280.992171207,18.630725476126077,4.825700807323277e-19,6387280.99219838,1.0463182624891942e-05,4.825700807323278e-19,-0.391438123646021,465.76839773080076,2.41283389555883e-17,2.428554501861762e-19,0.0005235463378894413,0.3900795481935222,9143.992198381135,1.638127810201554e-12,7.55517224499366e-26,9.786072182089473,2.117582368133499e-22,3.08833449044778e-28,-2.9168476381278105e-06,0.0,0.0,1.1726615295546747e-20,-0.3900795481935222,303.22994304223573,0.4590415163733605,30148.665887133728,228.79942449952839,5.866900402143373e-17,0.19061542055315628,-0.0034844964652889178,-0.0,0.0,-0.0,0.0703724026679992,104.51313465331013,21.338999513137814,0.3900795481935222
0.050000000745058,6387280.987767535,23.28841010497358,7.540132958078525e-19,6387280.9878099905,1.6354813148166158e-05,7.540132958078525e-19,-0.48929615932669585,465.76852802774675,3.0160288955146135e-17,3.0352617366433175e-19,0.0006548044135998921,0.4875979392959544,9143.98780999075,2.5605282090108483e-12,1.18049181998862e-25,9.786072195558283,-7.022056249601724e-40,3.8518598887680716e-34,-3.6460600605282086e-06,0.0,0.0,1.1726615295546747e-20,-0.4875979392959544,303.22996188988634,0.45904175923416457,30148.685585467567,228.7994529421795,5.862081658198224e-17,0.19063086044198607,-0.004355989381966718,-0.0,0.0,0.0,0.0703785344958305,104.53141093815428,21.34086187640381,0.4875979392959544
0.0599999986588954,6387280.982385283,27.946096036490953,1.0857752376463267e-18,6387280.982446423,2.3559792758260302e-05,1.0857752376463269e-18,-0.5871535979102859,465.7686582652635,3.619210281489177e-17,3.6409733651397555e-19,0.0007862166397833572,0.5851157330149829,9143.98244642256,3.688548041491758e-12,1.6999021033054022e-25,9.7860722120201,-4.235164736261367e-22,-9.265000301047844e-28,-4.37527268854804e-06,0.0,0.0,1.1726615295546747e-20,-0.585115733014983,303.22998492581604,0.45904205606305976,30148.70966113305,228.79948770528978,5.887386768670943e-17,0.19065024732497574,-0.005227738779751033,-0.0,0.0,-0.0,0.0703861266374588,104.55404796054401,21.343163828048706,0.5851157330149829
0.0700000002980232,6387280.976024464,32.603783270097445,1.4778555765016833e-18,6387280.97610768,3.20796764307147e-05,1.4778555765016835e-18,-0.6850104392322733,465.7687884460553,4.222392200418407e-17,4.2471041817712354e-19,0.0009177857188513783,0.6826329291859367,9143.976107678836,5.022430757424361e-12,2.3137475586713085e-25,9.786072231474915,-1.96617630366597e-39,7.703719777523854e-34,-5.104485522430759e-06,0.0,0.0,1.1726615295546747e-20,-0.6826329291859367,303.230012150014,0.4590424068600009,30148.738114128508,228.79952878884453,5.926594177395896e-17,0.1906735797267333,-0.006099799088509953,-0.0,0.0,-0.0,0.0703951716423034,104.58103430493601,21.345909292968752,0.6826329291859367
0.0799999982118606,6387280.968685078,37.26147180523931,1.9302534208660254e-18,6387280.968793766,4.191604621707939e-05,1.930253420866026e-18,-0.7828666830908558,465.76891857282476,4.825565807052317e-17,4.852769785207545e-19,0.0010495143520374154,0.7801495276068501,9143.96879376526,6.5624240458291935e-12,3.022026790893705e-25,9.786072253922711,-4.4941178991541224e-39,1.5407439555032345e-33,-5.833698562424046e-06,0.0,0.0,1.1726615295546747e-20,-0.7801495276068501,303.230043562455,0.459042811624769,30148.770944438536,228.799576192807,5.9440774001459e-17,0.19070085592674674,-0.006972224703386893,-0.0,0.0,-0.0,0.0704056769609451,104.61235855578695,21.349098271163943,0.7801495276068501
0.0900000035762786,6387280.960367132,41.91916164138982,2.44296866602001e-18,6387280.960504688,5.307051114962178e-05,2.44296866602001e-18,-0.880722329246971,465.76904864827367,5.4287421267699585e-17,5.459072859842939e-19,0.0011814052394662179,0.8776655280384879,9143.960504688639,8.308779820048569e-12,3.8247396366715966e-25,9.786072279363475,-1.0111766699903174e-38,3.081487911002987e-33,-6.562911808779821e-06,0.0,0.0,1.1726615295546747e-20,-0.8776655280384879,303.23007916310826,0.4590432703570964,30148.808152044145,228.7996299171331,5.84130587968547e-17,0.19073207395979797,-0.007845069979294659,-0.0,0.0,0.0,0.0704176351428031,104.64803212864017,21.352726837738036,0.8776655280384879
