time,feVelocity_m_s_X,feVelocity_m_s_Y,feVelocity_m_s_Z,altitudeMsl_m,longitude_rad,latitude_rad,localGravity_m_s2,eulerAngle_rad_Yaw,eulerAngle_rad_Pitch,eulerAngle_rad_Roll,bodyAngularRateWrtEi_rad_s_Roll,bodyAngularRateWrtEi_rad_s_Pitch,bodyAngularRateWrtEi_rad_s_Yaw,altitudeRateWrtMsl_m_s,speedOfSound_m_s,airDensity_kg_m3,ambientPressure_Pa,ambientTemperature_K,aero_bodyForce_N_X,aero_bodyForce_N_Y,aero_bodyForce_N_Z,aero_bodyMoment_Nm_L,aero_bodyMoment_Nm_M,aero_bodyMoment_Nm_N,mach,trueAirspeed_m_s
0.0,3.93192e-15,-1.002792e-08,0.0,9144.0,0.0,0.0,9.786072474552002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.23005392984,0.459177273275918,30157.60192315531,228.79958955555557,-2.722311628539426e-08,0.1906497553390935,0.0,0.0,0.0,0.0,0.070362419,21.335981520504
0.1,1.868424e-11,0.0013131201576000002,0.9751812399816,9143.951241144001,1.0262536001726658e-11,-1.4538592669112766e-20,9.786072593424,-1.0646508437165409e-26,-1.455604596163271e-20,-7.292125241172468e-06,0.0,0.0,0.0,-0.97518123988,303.23026372368,0.45917985017000806,30157.81869145179,228.7999061666667,2.7267598501546863e-08,0.19078956294446114,-0.007847419126994116,0.0,0.0,0.0,0.070431192,21.35685036320808
0.2,1.8745199999999998e-11,0.0026430198600000004,1.9503022758672,9143.804964576,4.118977034706618e-11,-1.4486232791552936e-20,9.786073014048,-1.0646508437165409e-26,-1.4486232791552936e-20,-1.4584267935637457e-05,0.0,0.0,0.0,-1.9503022756640003,303.23089316616006,0.459188096231096,30158.471399930233,228.800856,2.735656293385207e-08,0.19131911483131467,-0.016613538360631213,0.0,0.0,0.0,0.070645335,21.42182958421492
0.3,1.883664e-11,0.0039923752512,2.92536288942,9143.561182488002,9.32005820564972e-11,-1.4416419621473163e-20,9.786073730328,-1.0646508437165409e-26,-1.4433872913993106e-20,-2.1876428083394967e-05,0.0,0.0,0.0,-2.9253628894200006,303.23193966648,0.45920149608036404,30159.557151834968,228.8024352777778,2.7490009582309885e-08,0.1922389892684641,-0.025480974737999096,0.0,0.0,0.0,0.071003476,21.53050321953944
0.4,1.895856e-11,0.0053638359576,3.9003621967199997,9143.219894880001,1.663298777150596e-10,-1.436405974391333e-20,9.78607474836,-1.0646508437165409e-26,-1.436405974391333e-20,-2.916862313773751e-05,0.0,0.0,0.0,-3.9003621977360003,303.23340581544,0.459220049717812,30161.076473848843,228.80464783333335,2.7667938446920305e-08,0.19354335463737177,-0.034502599821216756,0.0,0.0,0.0,0.071503409,21.682203474569683
0.5,1.9141440000000002e-11,0.0067600031424,4.875298960584001,9142.781110896,2.6179938779914943e-10,-1.429424657383356e-20,9.786076065096001,-1.0646508437165409e-26,-1.43116998663535e-20,-3.6460818192080067e-05,0.0,0.0,0.0,-4.875298961092001,303.2352915216,0.45924427252225797,30163.03177434889,228.80749361111114,2.7890349527683334e-08,0.1952241907944654,-0.043729763880610756,0.0,0.0,0.0,0.072142141,21.876024361977244
0.6,1.932432e-11,0.008183414570400002,5.850171597576,9142.244836632,3.787364476827695e-10,-1.424188669627373e-20,9.786077683584,-1.0646508437165409e-26,-1.425933998879367e-20,-4.375304815300765e-05,0.0,0.0,0.0,-5.850171596560001,303.23759434656,0.459273649114884,30165.42018530759,228.8109687777778,2.8201725040751567e-08,0.19727157375732138,-0.05321185996899696,0.0,0.0,0.0,0.07291598,22.110847233573
0.7,1.956816e-11,0.0096365333304,6.824978190504001,9141.611078184,5.183627878423159e-10,-1.4172073526193955e-20,9.786079597728001,-1.0646508437165409e-26,-1.41895268187139e-20,-5.104531302052028e-05,0.0,0.0,0.0,-6.8249781915200005,303.24031672872,0.45930817949568997,30168.244632208764,228.81507722222224,2.8557582769972407e-08,0.19967392035685347,-0.06299598585683773,0.0,0.0,0.0,0.073820626,22.385370628348
0.8,1.984248e-11,0.011121737167200002,7.799716520424001,9140.879844696,6.806784082777885e-10,-1.4102260356114182e-20,9.786081810576,-1.0663961729685354e-26,-1.4137166941154068e-20,-5.8337577888032905e-05,0.0,0.0,0.0,-7.799716521440001,303.24345616872006,0.459348379043494,30171.499862588014,228.81981505555555,2.8957922715345852e-08,0.20241825513061004,-0.07312666824250183,0.0,0.0,0.0,0.074851285,22.698142769900922
0.9,2.014728e-11,0.0126413099472,8.77438406664,9140.051139216,8.656833089891875e-10,-1.4049900478554352e-20,9.786084325176,-1.0663961729685354e-26,-1.4067353771074295e-20,-6.562987766213057e-05,0.0,0.0,0.0,-8.774384066640001,303.24701516592,0.459393732379478,30175.191215094204,228.8251861666667,2.9402744876871903e-08,0.20549052169828688,-0.08364567592695656,0.0,0.0,0.0,0.076002776,23.047594969287
