time,gePosition_m_X,gePosition_m_Y,gePosition_m_Z,feVelocity_m_s_X,feVelocity_m_s_Y,feVelocity_m_s_Z,altitudeMsl_m,longitude_rad,latitude_rad,localGravity_m_s2,eulerAngle_rad_Yaw,eulerAngle_rad_Pitch,eulerAngle_rad_Roll,bodyAngularRateWrtEi_rad_s_Roll,bodyAngularRateWrtEi_rad_s_Pitch,bodyAngularRateWrtEi_rad_s_Yaw,altitudeRateWrtMsl_m_s,speedOfSound_m_s,airDensity_kg_m3,ambientPressure_Pa,ambientTemperature_K,aero_bodyForce_N_X,aero_bodyForce_N_Y,aero_bodyForce_N_Z,aero_bodyMoment_Nm_L,aero_bodyMoment_Nm_M,aero_bodyMoment_Nm_N,mach,dynamicPressure_Pa,trueAirspeed_m_s
0.0,6387280.999951441,0.0,0.0,0.0,1.748108895117864e-05,0.0,9144.0,0.0,0.0,9.78607229664024,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,303.2314967110032,0.45935725912772696,30180.52669774471,228.79957777777778,3.081240657613732e-16,0.1907244270352838,-0.0,0.0,0.0,0.0,0.0703620838581,104.55543033568618,21.33598153053566
0.1,6387280.95136632,6.73366297480104e-05,0.0,0.0,0.00133178680890264,0.975182579443488,9143.95140290136,1.0542299651549068e-11,0.0,9.786072436817761,0.0,0.0,-7.292125688989523e-06,0.0,0.0,0.0,-0.9751825794434881,303.23170665206163,0.45935986185105715,30180.735676593376,228.79989271388888,3.0842511761129886e-16,0.19089907724296074,-0.00872441833321588,0.0,0.0,0.0,0.0704307726575,104.76040659196984,21.356824906255405
0.2,6387280.8050928,0.00026691782415139685,0.0,0.0,0.0026628039938886,1.950305312556072,9143.805127979282,4.178896032548616e-11,0.0,9.786072875790719,0.0,0.0,-1.4584272082379047e-05,0.0,0.0,0.0,-1.950305312556072,303.23233856433603,0.45936769592141036,30181.36469281843,228.80084065666668,3.093624210886189e-16,0.1914674642828096,-0.017501662726090488,0.0,0.0,0.0,0.0706448158203,105.4003567137007,21.42177416491191
0.3,6387280.561283281,0.0006005467698210001,0.0,0.0,0.0040131936307264806,2.9253676183249437,9143.561343818641,9.402229384748959e-11,0.0,9.786073614046801,0.0,0.0,-2.1876439462367476e-05,0.0,0.0,0.0,-2.9253676183249437,303.2333917196592,0.45938075231192643,30182.413021512744,228.80242051333335,3.1093001166682686e-16,0.19242579963739756,-0.026385573490637696,0.0,0.0,0.0,0.0710028567527,106.47520668422278,21.530418437110466
0.4,6387280.21999872,0.001070293639060968,0.0,0.0,0.0053856076108917605,3.9003686245557603,9143.22005648496,1.67566413589815e-10,0.0,9.786074651555522,0.0,0.0,-2.916862815315754e-05,0.0,0.0,0.0,-3.9003686245557603,303.23486609181845,0.4593990306968861,30183.880636629467,228.804632245,3.1311822753812256e-16,0.19376800680380094,-0.035428902719885864,0.0,0.0,0.0,0.0715026907408,107.98492226915094,21.68209008293242
0.5,6387279.781239121,0.0016784914768106882,0.0,0.0,0.00678264914481936,4.87530710227968,9142.7812721352,2.627865905840786e-10,0.0,9.786075988286399,0.0,0.0,-3.64608385200468e-05,0.0,0.0,0.0,-4.87530710227968,303.2367616539912,0.45942253074438527,30185.767511499274,228.80747581111112,3.1591395828278975e-16,0.19548587576165954,-0.04468283291623613,0.0,0.0,0.0,0.0721413264283,109.9294970558821,21.87588327072013
0.6,6387279.244943521,0.0024277306230263765,0.0,0.0,0.0082068588378624,5.85018147791184,9142.24499713968,3.800883803444469e-10,0.0,9.786077624239441,0.0,0.0,-4.375307096853632e-05,0.0,0.0,0.0,-5.85018147791184,303.23907837905045,0.45945125211530485,30188.073618878323,228.81095117111113,3.193010135284624e-16,0.1975692914489628,-0.05419655845673378,0.0,0.0,0.0,0.0729150699728,112.30895181199975,22.110679478426153
0.7,6387278.61120336,0.0033208518254611206,0.0,0.0,0.0096607024680408,6.82498984809816,9141.611238021122,5.199165446819391e-10,0.0,9.786079559384161,0.0,0.0,-5.104532594332552e-05,0.0,0.0,0.0,-6.824989848098161,303.2418162389544,0.45948519446227937,30190.79893090029,228.81505828277778,3.232605546731632e-16,0.2000065012113742,-0.06401694161391452,0.0,0.0,0.0,0.0738196235971,115.12333386857631,22.38517735595564
0.8,6387277.879957681,0.00436093822458312,0.0,0.0,0.01114656067993032,7.79972999645496,9140.88000142416,6.827537969278871e-10,0.0,9.78608179372056,0.0,0.0,-5.83376039273156e-05,0.0,0.0,0.0,-7.79972999645496,303.2449752041376,0.4595243574255744,30193.94341859762,228.8197971016667,3.277715645280968e-16,0.20278440566343603,-0.07418824985713603,0.0,0.0,0.0,0.0748501927944,118.37271652550025,22.69792520952699
0.9,6387277.05123696,0.005551306408972801,0.0,0.0,0.012666720709342561,8.774399412131281,9140.05129432872,8.691194016520868e-10,0.0,9.78608432721816,0.0,0.0,-6.562990543960413e-05,0.0,0.0,0.0,-8.774399412131281,303.2485552450344,0.45956874063308656,30197.507052188794,228.82516758444447,3.3281133028598075e-16,0.2058888577291639,-0.08475197564248739,0.0,0.0,0.0,0.0760015965732,122.05719849558636,23.04735440621839
1.0,6387276.12507168,0.00689549674523496,0.0,0.0,0.014223370144526161,9.748995309011281,9139.12512395856,1.0795676608026032e-09,0.0,9.78608715984648,0.0,0.0,-7.292223103459493e-05,0.0,0.0,0.0,-9.748995309011281,303.25255633055525,0.45961834369828164,30201.48980059952,228.83116968277778,3.383559177548482e-16,0.20930495621577694,-0.09574673507918698,0.0,0.0,0.0,0.0772683757068,126.17690337501986,23.431812172910938
1.1,6387275.10146184,0.00839726318348424,0.0,0.0,0.015818592655187282,10.723514645800561,9138.10149778128,1.3146863177313235e-09,0.0,9.786090291605522,0.0,0.0,-8.021458129988452e-05,0.0,0.0,0.0,-10.723514645800561,303.2569784283912,0.459673166220195,30205.891631654267,228.8378033488889,3.4438061872414767e-16,0.21301732270882096,-0.10720823811893557,0.0,0.0,0.0,0.0786448948488,130.7319791497113,23.849592535259493
1.2,6387273.980376961,0.01006056272772432,0.0,0.0,0.01745436553997736,11.69795414565528,9136.98042363024,1.5750949088159993e-09,0.0,9.786093722434321,0.0,0.0,-8.7506956855173e-05,0.0,0.0,0.0,-11.697954145655281,303.2618215044048,0.45973320777982357,30210.71251164533,228.84506853222223,3.508603579587825e-16,0.2170103534233591,-0.11916932039495229,0.0,0.0,0.0,0.0801254354294,135.72259773420924,24.298964462769536
1.3,6387272.761878001,0.011889544744866,0.0,0.0,0.019132558906276322,12.672310315750321,9135.76190967408,1.8614430897418544e-09,0.0,9.78609745233288,0.0,0.0,-9.479935835006319e-05,0.0,0.0,0.0,-12.672310315750321,303.2670855232392,0.4597984679401262,30215.95240557225,228.85296518,3.5777005102873766e-16,0.22126844059640996,-0.13166002553765005,0.0,0.0,0.0,0.0817042773307,141.14895454843915,24.778196611650166
1.4,6387271.445904001,0.0138885402638088,0.0,0.0,0.02085493626226656,13.646579466024482,9134.44596441672,2.17440896028919e-09,0.0,9.786101481270721,0.0,0.0,-0.00010209178646285286,0.0,0.0,0.0,-13.646579466024482,303.2727704486232,0.4598689462449926,30221.611276806612,228.8614932361111,3.6508490854119267e-16,0.22577616067563536,-0.14470772653190722,0.0,0.0,0.0,0.0833757683241,147.01126811981823,25.285578359503248
1.5,6387270.0325464,0.01606205139488808,0.0,0.0,0.02262315628824768,14.620757727072242,9133.032596758321,2.514697407967055e-09,0.0,9.78610580921736,0.0,0.0,-0.0001093842418978417,0.0,0.0,0.0,-14.620757727072242,303.27887624184723,0.459944642218728,30227.689087044215,228.8706526438889,3.727806859922376e-16,0.2305184288265387,-0.15833727523291685,0.0,0.0,0.0,0.0851343810952,153.3097797227171,25.81943707752348
1.6,6387268.52177472,0.01841474097597144,0.0,0.0,0.02443877556477936,15.59484106675536,9131.52181599528,2.883038487141678e-09,0.0,9.786110436142321,0.0,0.0,-0.00011667672538583226,0.0,0.0,0.0,-15.59484106675536,303.28540286298244,0.4600255553629613,30234.185796400812,228.88044334222224,3.808338812865948e-16,0.23548062104682424,-0.17257117025630445,0.0,0.0,0.0,0.0869747583229,160.0447530428192,26.378151782658954
1.7,6387266.91358896,0.020951422530030243,0.0,0.0,0.026303252037282,16.568825305869602,9129.913631789761,3.280185846849113e-09,0.0,9.786115362045601,0.0,0.0,-0.00012396923767982063,0.0,0.0,0.0,-16.5688253058696,303.29235026996645,0.4601116851587059,30241.10136312481,228.89086526944445,3.892218839736749e-16,0.24064866638336893,-0.18742973488742076,0.0,0.0,0.0,0.0888917467371,167.21647387020838,26.960163449435328
