time,gePosition_m_X,gePosition_m_Y,gePosition_m_Z,feVelocity_m_s_X,feVelocity_m_s_Y,feVelocity_m_s_Z,altitudeMsl_m,longitude_rad,latitude_rad,localGravity_m_s2,eulerAngle_rad_Yaw,eulerAngle_rad_Pitch,eulerAngle_rad_Roll,bodyAngularRateWrtEi_rad_s_Roll,bodyAngularRateWrtEi_rad_s_Pitch,bodyAngularRateWrtEi_rad_s_Yaw,altitudeRateWrtMsl_m_s,speedOfSound_m_s,airDensity_kg_m3,ambientPressure_Pa,ambientTemperature_K,aero_bodyForce_N_X,aero_bodyForce_N_Y,aero_bodyForce_N_Z,aero_bodyMoment_Nm_L,aero_bodyMoment_Nm_M,aero_bodyMoment_Nm_N,mach,dynamicPressure_Pa,trueAirspeed_m_s
0.0,6378136.999951441,0.0,0.0,0.0,304.7999994885456,-304.7999994885456,0.0,0.0,0.0,9.81419749258176,1.570796326787743,-0.0,0.0,0.0,-7.292114769189451e-05,0.0,304.7999994885456,340.29396,1.2250039125042,101324.9999991008,288.15,-146.79529200518934,0.0,146.79529200518934,0.0,0.0,0.0,1.26670568319,113806.58718747753,431.0519199483247
0.1,6378167.38153152,30.42965320329984,0.0,0.0,303.79346988708,-302.82871236300485,30.38164437448152,4.77090853576022e-06,0.0,9.8141069571672,1.570796326787743,4.770908913263145e-06,-2.0752307207970185e-20,0.0,-7.292114769189451e-05,0.0,302.8287123630048,340.17668823962407,1.2215605370755225,100977.13852593988,287.9525530688889,-145.1874448358724,0.0,144.7249918192507,0.0,0.0,0.0,1.2609541335,112380.94398239009,428.9468298360586
0.2,6378197.566210801,60.759345945530406,0.0,0.0,302.797908351156,-300.871463403444,60.5665332133512,9.52609970340619e-06,0.0,9.81401389590552,1.570796326787743,9.526100458396311e-06,-4.065758147004158e-20,0.0,-7.292114769189451e-05,0.0,300.871463403444,340.060175943312,1.2181394614028458,100631.52984960734,287.75638483,-143.6051711460654,0.0,142.68881524465164,0.0,0.0,0.0,1.25525101173,110978.7241025989,426.8605103922382
0.3,6378227.55569616,90.99016535636402,0.0,0.0,301.8131546135808,-298.9280393428272,90.5563903693056,1.4265744606273678e-05,0.0,9.813921437263922,1.570796326787743,1.4265745738779503e-05,-6.268043810310995e-20,0.0,-7.292114769189451e-05,0.0,298.9280393428272,339.944416463376,1.214740490111214,100288.154232424,287.5614840805556,-142.04794733916046,0.0,140.68605756031744,0.0,0.0,0.0,1.24959566985,109599.44636203487,424.7927030825168
0.4,6378257.35138968,121.12318137133921,0.0,0.0,300.83903819300883,-296.99821379308804,120.35258697389762,1.8990011641635253e-05,0.0,9.8138295769752,1.570796326787743,1.8990013151671432e-05,-8.47032947405783e-20,0.0,-7.292114769189451e-05,0.0,296.998213793088,339.82940450239204,1.2113634677881446,99946.9959754106,287.36784191000004,-140.51525400121272,0.0,138.7160209803956,0.0,0.0,0.0,1.24398740468,108242.63402222616,422.7431329941941
0.5,6378286.954632481,151.1594470875624,0.0,0.0,299.8753921349352,-295.08176508172085,149.95647175188722,2.3699066557248968e-05,0.0,9.8137383108636,1.570796326787743,2.3699068444764963e-05,-9.994988780395641e-20,0.0,-7.292114769189451e-05,0.0,295.0817650817208,339.715134857424,1.2080082415825877,99608.03963574713,287.17544955166665,-139.00658530314598,0.0,136.77802588823965,0.0,0.0,0.0,1.23842552828,106907.82278542864,420.7115311646292
0.6,6378316.366765681,181.0999991112408,0.0,0.0,298.9220529178176,-293.17847612803206,179.3693714955408,2.839307250525412e-05,0.0,9.81364763481432,1.570796326787743,2.8393074770159164e-05,-1.2197274445382476e-19,0.0,-7.292114769189451e-05,0.0,293.17847612803206,339.60160240783205,1.2046746611173118,99271.2700219851,286.98429838444446,-137.52144857550292,0.0,134.8714102657024,0.0,0.0,0.0,1.23290936764,105594.56040583813,418.69763442742163
0.7,6378345.589069441,210.9458578960104,0.0,0.0,297.9788603649888,-291.2881343245728,208.5925915117728,3.3072190095909924e-05,0.0,9.813557544804,1.570796326787743,3.307219273845186e-05,-1.4230153521679554e-19,0.0,-7.292114769189451e-05,0.0,291.2881343245728,339.488802112224,1.201362578452827,98936.6721892592,286.79437992444446,-136.059363898319,0.0,132.99552914466997,0.0,0.0,0.0,1.22743826421,104302.40631516687,416.7011852637372
0.8,6378374.622823921,240.6980280727296,0.0,0.0,297.04565755748405,-289.41053142405843,237.6274160653248,3.7736577449763434e-05,0.0,9.8134680367788,1.570796326787743,3.773658046974504e-05,-1.6263032598876633e-19,0.0,-7.292114769189451e-05,0.0,289.41053142405843,339.37672901150404,1.1980718480306942,98604.23143258435,286.60568582611114,-134.61986370523073,0.0,131.1497540808374,0.0,0.0,0.0,1.2220115736,103030.93125923224,414.7219316592926
0.9,6378403.469339761,270.3574987686048,0.0,0.0,296.1222907520496,-287.545463425068,266.475108812496,4.238639024739139e-05,0.0,9.81337910686776,1.570796326787743,4.2386393644938325e-05,-1.79570984978742e-19,0.0,-7.292114769189451e-05,0.0,287.545463425068,339.265378234968,1.1948023266374472,98273.93328398267,286.41820787611107,-133.2024924044873,0.0,129.33347263993895,0.0,0.0,0.0,1.21662866521,101779.71695034616,412.75962696751304
