time,gePosition_m_X,gePosition_m_Y,gePosition_m_Z,feVelocity_m_s_X,feVelocity_m_s_Y,feVelocity_m_s_Z,altitudeMsl_m,longitude_rad,latitude_rad,localGravity_m_s2,altitudeRateWrtMsl_m_s,speedOfSound_m_s,airDensity_kg_m3,ambientPressure_Pa,ambientTemperature_K,aero_bodyForce_N_X,aero_bodyForce_N_Y,aero_bodyForce_N_Z,aero_bodyMoment_Nm_L,aero_bodyMoment_Nm_M,aero_bodyMoment_Nm_N
0.0,6378136.999999903,-2.7432000000000004e-16,0.0,6.931152000000001e-14,304.79999858276597,-304.80000141723366,-9.651482106192e-08,0.0,0.0,9.814197353250885,304.80000141723366,340.2941077830969,1.2249986927084657,101325.18321191061,288.1499999934994,-146.79470086723964,-8.633644446427272e-06,146.7947406042153,0.0,0.0,0.0
0.1,6378167.381218156,30.42961855970938,6.096e-17,6.931152000000001e-14,303.7923750353735,-302.82771181392695,30.381290750983354,4.770903104407289e-06,0.0,9.81410370544461,302.8277118139269,340.177480248772,1.2214297548283213,100960.74094245014,287.9525210222917,-145.1709103839763,-8.510886194822665e-06,144.70859126835728,0.0,0.0,0.0
0.2,6378197.56577387,60.75917448817588,0.0,1.0396728e-13,302.79585712879515,-300.86960386746335,60.56606327261032,9.526072822262186e-06,0.0,9.814010664717918,300.8696038674633,340.061568609628,1.2178918192379857,100599.71135156145,287.75632130762335,-143.57410790744544,-8.390224915845125e-06,142.65807222558576,0.0,0.0,0.0
0.3,6378227.55507449,90.98976680320358,-1.2192e-16,1.0396728e-13,301.81026095356543,-298.92543587250964,90.5557235121754,1.426568212114597e-05,0.0,9.813918226710971,298.92543587250964,339.9463683448713,1.2143845605639683,100242.05534738887,287.5613919622928,-142.00369842405843,-8.271614056186515e-06,140.64239318463223,0.0,0.0,0.0
0.4,6378257.350503536,121.12247637391567,-6.096e-17,1.0396728e-13,300.83540664447145,-296.9949714718205,120.35165361755472,1.898990111300376e-05,0.0,9.813826387138198,296.9949714718206,339.8318746645728,1.2109076484713297,99887.73345298352,287.36772366187665,-140.45910223938978,-8.155008375653723e-06,138.66078456971866,0.0,0.0,0.0
0.5,6378286.953421204,151.15836629677486,-2.1336000000000003e-16,6.931152000000001e-14,299.8711182767182,-295.07797951644164,149.95521235392076,2.369889711333735e-05,0.0,9.813735141786342,295.0779795164416,339.71808303842636,1.207460763720772,99536.70744155532,287.1753075393028,-138.9397563454922,-8.040363857314571e-06,136.7124986970444,0.0,0.0,0.0
0.6,6378316.365164657,181.0984823171688,-3.3528e-16,6.931152000000001e-14,298.917223752773,-293.1742339178825,179.3677356306014,2.83928347075382e-05,0.0,9.813644486513054,293.1742339178825,339.60498901392543,1.2040435925387454,99188.93975892171,286.98413487663504,-137.44511323059768,-7.927637660791508e-06,134.7968084132469,0.0,0.0,0.0
0.7,6378345.58704883,210.94385318911966,-4.8768e-16,3.4655760000000007e-14,297.9735546972848,-291.2835135094944,208.59053699727937,3.307187580750242e-05,0.0,9.813554417245257,291.2835135094944,339.4925882146726,1.2006558264963836,98844.3935082559,286.79419710184334,-135.9746403678554,-7.81678803463163e-06,132.91300641749905,0.0,0.0,0.0
0.8,6378374.620366653,240.69549102468326,-5.486400000000001e-16,6.931152000000001e-14,297.0399463554624,-289.4056019124118,237.62490812088825,3.773617970664005e-05,0.0,9.81346492997779,289.4056019124118,339.38087633870845,1.1972971623901951,98503.03243521658,286.60548578563225,-134.52781972368717,-7.707774722874143e-06,131.06040460962623,0.0,0.0,0.0
0.9,6378403.466389632,270.3543916786906,-8.229600000000001e-16,6.931152000000001e-14,296.1162374947803,-287.54028740588944,266.4721192681879,4.238590314040136e-05,0.0,9.813376020771722,287.5402874058895,339.269849156878,1.1939673021259476,98164.82091341357,286.41799263830944,-133.10414728486677,-7.600558201290705e-06,129.2383334630766,0.0,0.0,0.0
